ticket_id,request_date,customer_id,customer_name,region,country,industry,request_type,request_description,business_value_usd,priority,risk_level,legal_required,product_required,owner_business,owner_legal,owner_product,status,deadline,close_date,response_summary,need_cross_team,response_days,is_overdue,suggested_action,block_revenue_flag
TICKET_017,2026-05-01,CUST_005,欧洲_Sa_005,欧洲,荷兰,金融科技,合同责任条款修改,客户合规需求说明,73951,P0,高风险,1,0,业务,法务,产品,已回复客户,2026-05-06,2026-05-09,待响应,1,8,1,提交法务评估合同修改诉求，明确责任边界、服务可用性和客户使用限制,1
TICKET_018,2026-06-01,CUST_025,拉美_金融_025,拉美,墨西哥,跨境电商,数据不出境要求,客户合规需求说明,53929,P1,中风险,1,1,业务,法务,产品,待法务确认,2026-06-11,,待响应,1,29,1,拉通产品和技术确认是否支持区域存储、本地化部署或数据不出境方案，并提交法务评估,0
TICKET_019,2026-03-01,CUST_007,欧洲_跨境_007,欧洲,英国,跨境电商,客户数据是否用于模型训练,客户合规需求说明,81271,P0,高风险,1,1,业务,法务,产品,已关闭,2026-05-01,2026-03-09,待响应,1,8,0,确认客户数据是否用于模型训练、是否隔离存储，并形成标准说明材料,1
TICKET_020,2026-06-01,CUST_012,欧洲_教育_012,欧洲,德国,金融科技,第三方模型调用说明,客户合规需求说明,94742,P0,中风险,1,1,业务,法务,产品,新建,2026-06-01,,待响应,1,29,1,确认第三方模型供应商、调用边界、数据处理方式和责任划分,0
TICKET_021,2026-01-01,CUST_003,东南_跨境_003,东南亚,新加坡,游戏出海,日志留存要求,客户合规需求说明,43462,P1,低风险,0,1,业务,法务,产品,待法务确认,2026-06-01,,待响应,1,180,1,拉通产品确认日志留存周期、审计能力、访问权限和可配置范围,0
TICKET_022,2026-01-01,CUST_035,中东_跨境_035,中东,沙特,游戏出海,日志留存要求,客户合规需求说明,67049,P1,中风险,0,1,业务,法务,产品,新建,2026-05-01,,待响应,1,180,1,拉通产品确认日志留存周期、审计能力、访问权限和可配置范围,0
TICKET_023,2026-04-01,CUST_018,欧洲_教育_018,欧洲,荷兰,教育科技,专属部署要求,客户合规需求说明,21315,P1,中风险,0,1,业务,法务,产品,待法务确认,2026-04-01,,待响应,1,90,1,评估专属部署可行性、资源成本、交付周期和商业报价影响,0
TICKET_024,2026-03-01,CUST_032,中东_Sa_032,中东,阿联酋,游戏出海,合同责任条款修改,客户合规需求说明,95710,P0,中风险,1,0,业务,法务,产品,已回复客户,2026-03-01,2026-03-06,待响应,1,5,1,提交法务评估合同修改诉求，明确责任边界、服务可用性和客户使用限制,0
TICKET_025,2026-05-01,CUST_028,拉美_游戏_028,拉美,巴西,金融科技,删除用户数据要求,客户合规需求说明,83964,P1,低风险,0,1,业务,法务,产品,新建,2026-05-01,,待响应,1,60,1,确认数据删除机制、删除范围、日志保留边界和客户操作流程,0
TICKET_026,2026-05-01,CUST_019,北美_游戏_019,北美,美国,SaaS软件,专属部署要求,客户合规需求说明,45173,P1,中风险,0,1,业务,法务,产品,待法务确认,2026-06-01,,待响应,1,60,1,评估专属部署可行性、资源成本、交付周期和商业报价影响,0
TICKET_027,2026-04-01,CUST_003,东南_跨境_003,东南亚,新加坡,游戏出海,删除用户数据要求,客户合规需求说明,51210,P1,高风险,0,1,业务,法务,产品,已回复客户,2026-05-01,2026-04-09,待响应,1,8,0,确认数据删除机制、删除范围、日志保留边界和客户操作流程,1
TICKET_028,2026-01-01,CUST_033,中东_金融_033,中东,阿联酋,SaaS软件,客户数据是否用于模型训练,客户合规需求说明,94051,P0,低风险,1,1,业务,法务,产品,处理中,2026-03-01,,待响应,1,180,1,确认客户数据是否用于模型训练、是否隔离存储，并形成标准说明材料,0
TICKET_029,2026-03-01,CUST_016,北美_游戏_016,北美,美国,跨境电商,专属部署要求,客户合规需求说明,89562,P1,中风险,0,1,业务,法务,产品,已回复客户,2026-05-01,2026-03-06,待响应,1,5,0,评估专属部署可行性、资源成本、交付周期和商业报价影响,0
TICKET_030,2026-05-01,CUST_024,拉美_Sa_024,拉美,墨西哥,跨境电商,客户数据是否用于模型训练,客户合规需求说明,63188,P1,低风险,1,1,业务,法务,产品,待法务确认,2026-05-01,,待响应,1,60,1,确认客户数据是否用于模型训练、是否隔离存储，并形成标准说明材料,0
TICKET_031,2026-06-01,CUST_016,北美_游戏_016,北美,美国,跨境电商,客户数据是否用于模型训练,客户合规需求说明,19869,P1,低风险,1,1,业务,法务,产品,已关闭,2026-06-16,2026-06-04,待响应,1,3,0,确认客户数据是否用于模型训练、是否隔离存储，并形成标准说明材料,0
TICKET_032,2026-04-01,CUST_017,中东_跨境_017,中东,沙特,游戏出海,日志留存要求,客户合规需求说明,39116,P0,高风险,0,1,业务,法务,产品,处理中,2026-04-06,,待响应,1,90,1,拉通产品确认日志留存周期、审计能力、访问权限和可配置范围,0
TICKET_033,2026-02-01,CUST_009,东南_Sa_009,东南亚,泰国,跨境电商,第三方模型调用说明,客户合规需求说明,14706,P1,中风险,1,1,业务,法务,产品,待法务确认,2026-03-01,,待响应,1,149,1,确认第三方模型供应商、调用边界、数据处理方式和责任划分,0
TICKET_034,2026-03-01,CUST_036,东南_跨境_036,东南亚,马来西亚,SaaS软件,客户数据是否用于模型训练,客户合规需求说明,76063,P1,中风险,1,1,业务,法务,产品,已关闭,2026-04-01,2026-03-06,待响应,1,5,0,确认客户数据是否用于模型训练、是否隔离存储，并形成标准说明材料,0
TICKET_035,2026-02-01,CUST_008,东南_金融_008,东南亚,马来西亚,SaaS软件,第三方模型调用说明,客户合规需求说明,31342,P1,低风险,1,1,业务,法务,产品,已关闭,2026-05-01,2026-02-04,待响应,1,3,0,确认第三方模型供应商、调用边界、数据处理方式和责任划分,0
TICKET_036,2026-05-01,CUST_030,东南_金融_030,东南亚,新加坡,金融科技,数据处理协议/DPA,客户合规需求说明,77305,P1,低风险,1,0,业务,法务,产品,已回复客户,2026-06-01,2026-05-04,待响应,1,3,0,提交法务评估 DPA 条款，确认数据处理角色、责任边界和客户签署要求,0
TICKET_037,2026-05-01,CUST_034,欧洲_金融_034,欧洲,法国,教育科技,数据处理协议/DPA,客户合规需求说明,58843,P1,中风险,1,0,业务,法务,产品,新建,2026-06-01,,待响应,1,60,1,提交法务评估 DPA 条款，确认数据处理角色、责任边界和客户签署要求,0
TICKET_038,2026-03-01,CUST_030,东南_金融_030,东南亚,新加坡,金融科技,客户数据是否用于模型训练,客户合规需求说明,94143,P0,高风险,1,1,业务,法务,产品,已回复客户,2026-03-01,2026-03-09,待响应,1,8,1,确认客户数据是否用于模型训练、是否隔离存储，并形成标准说明材料,1
TICKET_039,2026-03-01,CUST_008,东南_金融_008,东南亚,马来西亚,SaaS软件,客户数据是否用于模型训练,客户合规需求说明,72908,P1,低风险,1,1,业务,法务,产品,处理中,2026-05-01,,待响应,1,121,1,确认客户数据是否用于模型训练、是否隔离存储，并形成标准说明材料,0
TICKET_040,2026-03-01,CUST_034,欧洲_金融_034,欧洲,法国,教育科技,日志留存要求,客户合规需求说明,42230,P1,低风险,0,1,业务,法务,产品,待法务确认,2026-03-01,,待响应,1,121,1,拉通产品确认日志留存周期、审计能力、访问权限和可配置范围,0
TICKET_041,2026-05-01,CUST_033,中东_金融_033,中东,阿联酋,SaaS软件,合规材料/认证文件提供,客户合规需求说明,89015,P3,低风险,0,0,业务,法务,产品,已关闭,2026-05-01,2026-05-04,待响应,0,3,1,提供标准合规材料、认证文件和产品安全说明，必要时整理 FAQ,0
TICKET_042,2026-01-01,CUST_037,拉美_跨境_037,拉美,巴西,跨境电商,数据不出境要求,客户合规需求说明,10399,P1,低风险,1,1,业务,法务,产品,已关闭,2026-06-01,2026-01-04,待响应,1,3,0,拉通产品和技术确认是否支持区域存储、本地化部署或数据不出境方案，并提交法务评估,0
TICKET_043,2026-04-01,CUST_040,拉美_Sa_040,拉美,巴西,SaaS软件,合同责任条款修改,客户合规需求说明,88753,P1,低风险,1,0,业务,法务,产品,已回复客户,2026-04-01,2026-04-04,待响应,1,3,1,提交法务评估合同修改诉求，明确责任边界、服务可用性和客户使用限制,0
TICKET_044,2026-01-01,CUST_026,中东_教育_026,中东,阿联酋,跨境电商,数据不出境要求,客户合规需求说明,43985,P1,中风险,1,1,业务,法务,产品,已回复客户,2026-06-01,2026-01-06,待响应,1,5,0,拉通产品和技术确认是否支持区域存储、本地化部署或数据不出境方案，并提交法务评估,0
TICKET_045,2026-05-01,CUST_030,东南_金融_030,东南亚,新加坡,金融科技,客户数据是否用于模型训练,客户合规需求说明,31741,P1,中风险,1,1,业务,法务,产品,待法务确认,2026-06-01,,待响应,1,60,1,确认客户数据是否用于模型训练、是否隔离存储，并形成标准说明材料,0
TICKET_046,2026-05-01,CUST_009,东南_Sa_009,东南亚,泰国,跨境电商,数据处理协议/DPA,客户合规需求说明,53567,P0,高风险,1,0,业务,法务,产品,已回复客户,2026-05-06,2026-05-09,待响应,1,8,1,提交法务评估 DPA 条款，确认数据处理角色、责任边界和客户签署要求,1
TICKET_047,2026-02-01,CUST_018,欧洲_教育_018,欧洲,荷兰,教育科技,数据处理协议/DPA,客户合规需求说明,63929,P1,低风险,1,0,业务,法务,产品,已回复客户,2026-06-01,2026-02-04,待响应,1,3,0,提交法务评估 DPA 条款，确认数据处理角色、责任边界和客户签署要求,0
TICKET_048,2026-05-01,CUST_016,北美_游戏_016,北美,美国,跨境电商,内容安全审核要求,客户合规需求说明,25932,P1,中风险,0,1,业务,法务,产品,已回复客户,2026-06-01,2026-05-06,待响应,1,5,0,确认内容安全策略、敏感内容拦截机制、人工复核流程和客户侧配置能力,0
TICKET_049,2026-01-01,CUST_032,中东_Sa_032,中东,阿联酋,游戏出海,数据处理协议/DPA,客户合规需求说明,45441,P1,中风险,1,0,业务,法务,产品,处理中,2026-04-01,,待响应,1,180,1,提交法务评估 DPA 条款，确认数据处理角色、责任边界和客户签署要求,0
TICKET_050,2026-01-01,CUST_038,欧洲_跨境_038,欧洲,德国,金融科技,删除用户数据要求,客户合规需求说明,51254,P1,低风险,0,1,业务,法务,产品,待法务确认,2026-03-01,,待响应,1,180,1,确认数据删除机制、删除范围、日志保留边界和客户操作流程,0
TICKET_051,2026-03-01,CUST_007,欧洲_跨境_007,欧洲,英国,跨境电商,内容安全审核要求,客户合规需求说明,61482,P1,低风险,0,1,业务,法务,产品,新建,2026-06-01,,待响应,1,121,1,确认内容安全策略、敏感内容拦截机制、人工复核流程和客户侧配置能力,0
TICKET_052,2026-02-01,CUST_004,拉美_Sa_004,拉美,巴西,游戏出海,内容安全审核要求,客户合规需求说明,79747,P0,高风险,0,1,业务,法务,产品,已回复客户,2026-06-01,2026-02-09,待响应,1,8,0,确认内容安全策略、敏感内容拦截机制、人工复核流程和客户侧配置能力,1
TICKET_053,2026-06-01,CUST_036,东南_跨境_036,东南亚,马来西亚,SaaS软件,合规材料/认证文件提供,客户合规需求说明,41663,P0,高风险,0,0,业务,法务,产品,新建,2026-06-01,,待响应,1,29,1,提供标准合规材料、认证文件和产品安全说明，必要时整理 FAQ,0
TICKET_054,2026-03-01,CUST_024,拉美_Sa_024,拉美,墨西哥,跨境电商,客户数据是否用于模型训练,客户合规需求说明,49444,P0,高风险,1,1,业务,法务,产品,已关闭,2026-03-01,2026-03-09,待响应,1,8,1,确认客户数据是否用于模型训练、是否隔离存储，并形成标准说明材料,0
TICKET_055,2026-06-01,CUST_003,东南_跨境_003,东南亚,新加坡,游戏出海,内容安全审核要求,客户合规需求说明,10100,P1,低风险,0,1,业务,法务,产品,处理中,2026-06-16,,待响应,1,29,1,确认内容安全策略、敏感内容拦截机制、人工复核流程和客户侧配置能力,0
TICKET_056,2026-02-01,CUST_021,欧洲_Sa_021,欧洲,法国,教育科技,专属部署要求,客户合规需求说明,85356,P1,中风险,0,1,业务,法务,产品,已关闭,2026-06-01,2026-02-06,待响应,1,5,0,评估专属部署可行性、资源成本、交付周期和商业报价影响,0
TICKET_057,2026-01-01,CUST_037,拉美_跨境_037,拉美,巴西,跨境电商,内容安全审核要求,客户合规需求说明,44294,P1,中风险,0,1,业务,法务,产品,已回复客户,2026-05-01,2026-01-06,待响应,1,5,0,确认内容安全策略、敏感内容拦截机制、人工复核流程和客户侧配置能力,0
TICKET_058,2026-03-01,CUST_002,欧洲_Sa_002,欧洲,德国,跨境电商,合规材料/认证文件提供,客户合规需求说明,83238,P2,中风险,0,0,业务,法务,产品,已关闭,2026-06-01,2026-03-06,待响应,0,5,0,提供标准合规材料、认证文件和产品安全说明，必要时整理 FAQ,0
TICKET_059,2026-06-01,CUST_011,东南_游戏_011,东南亚,新加坡,金融科技,合规材料/认证文件提供,客户合规需求说明,73712,P0,高风险,0,0,业务,法务,产品,处理中,2026-06-06,,待响应,1,29,1,提供标准合规材料、认证文件和产品安全说明，必要时整理 FAQ,1
TICKET_060,2026-02-01,CUST_037,拉美_跨境_037,拉美,巴西,跨境电商,数据不出境要求,客户合规需求说明,96818,P0,低风险,1,1,业务,法务,产品,已回复客户,2026-04-01,2026-02-04,待响应,1,3,0,拉通产品和技术确认是否支持区域存储、本地化部署或数据不出境方案，并提交法务评估,0
TICKET_061,2026-04-01,CUST_027,拉美_Sa_027,拉美,巴西,跨境电商,合同责任条款修改,客户合规需求说明,95505,P0,低风险,1,0,业务,法务,产品,处理中,2026-04-01,,待响应,1,90,1,提交法务评估合同修改诉求，明确责任边界、服务可用性和客户使用限制,0
TICKET_062,2026-04-01,CUST_036,东南_跨境_036,东南亚,马来西亚,SaaS软件,合同责任条款修改,客户合规需求说明,47604,P0,高风险,1,0,业务,法务,产品,处理中,2026-06-01,,待响应,1,90,1,提交法务评估合同修改诉求，明确责任边界、服务可用性和客户使用限制,0
TICKET_063,2026-03-01,CUST_035,中东_跨境_035,中东,沙特,游戏出海,删除用户数据要求,客户合规需求说明,49869,P0,高风险,0,1,业务,法务,产品,处理中,2026-05-01,,待响应,1,121,1,确认数据删除机制、删除范围、日志保留边界和客户操作流程,0
TICKET_064,2026-03-01,CUST_036,东南_跨境_036,东南亚,马来西亚,SaaS软件,删除用户数据要求,客户合规需求说明,44124,P1,低风险,0,1,业务,法务,产品,待法务确认,2026-06-01,,待响应,1,121,1,确认数据删除机制、删除范围、日志保留边界和客户操作流程,0
TICKET_065,2026-03-01,CUST_023,拉美_教育_023,拉美,巴西,教育科技,删除用户数据要求,客户合规需求说明,78464,P0,高风险,0,1,业务,法务,产品,已回复客户,2026-05-01,2026-03-09,待响应,1,8,0,确认数据删除机制、删除范围、日志保留边界和客户操作流程,1
TICKET_066,2026-03-01,CUST_010,东南_Sa_010,东南亚,马来西亚,金融科技,数据处理协议/DPA,客户合规需求说明,43070,P1,低风险,1,0,业务,法务,产品,待法务确认,2026-06-01,,待响应,1,121,1,提交法务评估 DPA 条款，确认数据处理角色、责任边界和客户签署要求,0
TICKET_067,2026-03-01,CUST_014,北美_Sa_014,北美,美国,游戏出海,合同责任条款修改,客户合规需求说明,31485,P0,高风险,1,0,业务,法务,产品,新建,2026-04-01,,待响应,1,121,1,提交法务评估合同修改诉求，明确责任边界、服务可用性和客户使用限制,0
TICKET_068,2026-05-01,CUST_016,北美_游戏_016,北美,美国,跨境电商,日志留存要求,客户合规需求说明,11653,P0,高风险,0,1,业务,法务,产品,新建,2026-06-01,,待响应,1,60,1,拉通产品确认日志留存周期、审计能力、访问权限和可配置范围,0
TICKET_069,2026-01-01,CUST_022,东南_游戏_022,东南亚,新加坡,游戏出海,客户数据是否用于模型训练,客户合规需求说明,99025,P0,中风险,1,1,业务,法务,产品,已回复客户,2026-06-01,2026-01-06,待响应,1,5,0,确认客户数据是否用于模型训练、是否隔离存储，并形成标准说明材料,0
TICKET_070,2026-03-01,CUST_031,东南_Sa_031,东南亚,印尼,跨境电商,内容安全审核要求,客户合规需求说明,90267,P0,低风险,0,1,业务,法务,产品,新建,2026-04-01,,待响应,1,121,1,确认内容安全策略、敏感内容拦截机制、人工复核流程和客户侧配置能力,0
TICKET_071,2026-02-01,CUST_035,中东_跨境_035,中东,沙特,游戏出海,专属部署要求,客户合规需求说明,99780,P0,低风险,0,1,业务,法务,产品,已回复客户,2026-06-01,2026-02-04,待响应,1,3,0,评估专属部署可行性、资源成本、交付周期和商业报价影响,0
TICKET_072,2026-01-01,CUST_012,欧洲_教育_012,欧洲,德国,金融科技,删除用户数据要求,客户合规需求说明,42941,P1,低风险,0,1,业务,法务,产品,待法务确认,2026-06-01,,待响应,1,180,1,确认数据删除机制、删除范围、日志保留边界和客户操作流程,0
TICKET_073,2026-02-01,CUST_035,中东_跨境_035,中东,沙特,游戏出海,合同责任条款修改,客户合规需求说明,73723,P1,中风险,1,0,业务,法务,产品,处理中,2026-03-01,,待响应,1,149,1,提交法务评估合同修改诉求，明确责任边界、服务可用性和客户使用限制,0
TICKET_074,2026-04-01,CUST_022,东南_游戏_022,东南亚,新加坡,游戏出海,删除用户数据要求,客户合规需求说明,26298,P0,高风险,0,1,业务,法务,产品,待法务确认,2026-05-01,,待响应,1,90,1,确认数据删除机制、删除范围、日志保留边界和客户操作流程,0
TICKET_075,2026-02-01,CUST_037,拉美_跨境_037,拉美,巴西,跨境电商,合规材料/认证文件提供,客户合规需求说明,93395,P0,低风险,0,0,业务,法务,产品,已关闭,2026-05-01,2026-02-04,待响应,0,3,0,提供标准合规材料、认证文件和产品安全说明，必要时整理 FAQ,0
TICKET_076,2026-01-01,CUST_006,欧洲_金融_006,欧洲,荷兰,金融科技,客户数据是否用于模型训练,客户合规需求说明,57538,P0,高风险,1,1,业务,法务,产品,待法务确认,2026-04-01,,待响应,1,180,1,确认客户数据是否用于模型训练、是否隔离存储，并形成标准说明材料,1
TICKET_077,2026-02-01,CUST_001,东南_金融_001,东南亚,新加坡,游戏出海,第三方模型调用说明,客户合规需求说明,39181,P1,中风险,1,1,业务,法务,产品,待法务确认,2026-03-01,,待响应,1,149,1,确认第三方模型供应商、调用边界、数据处理方式和责任划分,0
TICKET_078,2026-06-01,CUST_017,中东_跨境_017,中东,沙特,游戏出海,日志留存要求,客户合规需求说明,90679,P0,中风险,0,1,业务,法务,产品,已回复客户,2026-06-06,2026-06-06,待响应,1,5,0,拉通产品确认日志留存周期、审计能力、访问权限和可配置范围,0
TICKET_079,2026-05-01,CUST_011,东南_游戏_011,东南亚,新加坡,金融科技,删除用户数据要求,客户合规需求说明,58138,P0,高风险,0,1,业务,法务,产品,待法务确认,2026-05-06,,待响应,1,60,1,确认数据删除机制、删除范围、日志保留边界和客户操作流程,1
TICKET_080,2026-02-01,CUST_015,欧洲_教育_015,欧洲,荷兰,金融科技,第三方模型调用说明,客户合规需求说明,22507,P1,中风险,1,1,业务,法务,产品,已关闭,2026-06-01,2026-02-06,待响应,1,5,0,确认第三方模型供应商、调用边界、数据处理方式和责任划分,0
TICKET_081,2026-02-01,CUST_035,中东_跨境_035,中东,沙特,游戏出海,合规材料/认证文件提供,客户合规需求说明,92044,P0,低风险,0,0,业务,法务,产品,已关闭,2026-05-01,2026-02-04,待响应,0,3,0,提供标准合规材料、认证文件和产品安全说明，必要时整理 FAQ,0
TICKET_082,2026-01-01,CUST_005,欧洲_Sa_005,欧洲,荷兰,金融科技,合同责任条款修改,客户合规需求说明,78946,P1,低风险,1,0,业务,法务,产品,处理中,2026-05-01,,待响应,1,180,1,提交法务评估合同修改诉求，明确责任边界、服务可用性和客户使用限制,0
TICKET_083,2026-06-01,CUST_034,欧洲_金融_034,欧洲,法国,教育科技,日志留存要求,客户合规需求说明,62912,P1,低风险,0,1,业务,法务,产品,已关闭,2026-06-01,2026-06-04,待响应,1,3,1,拉通产品确认日志留存周期、审计能力、访问权限和可配置范围,0
TICKET_084,2026-05-01,CUST_004,拉美_Sa_004,拉美,巴西,游戏出海,专属部署要求,客户合规需求说明,64432,P1,低风险,0,1,业务,法务,产品,已关闭,2026-06-01,2026-05-04,待响应,1,3,0,评估专属部署可行性、资源成本、交付周期和商业报价影响,0
TICKET_085,2026-04-01,CUST_020,拉美_Sa_020,拉美,墨西哥,教育科技,删除用户数据要求,客户合规需求说明,99801,P0,低风险,0,1,业务,法务,产品,已关闭,2026-04-06,2026-04-04,待响应,1,3,0,确认数据删除机制、删除范围、日志保留边界和客户操作流程,0
TICKET_086,2026-06-01,CUST_003,东南_跨境_003,东南亚,新加坡,游戏出海,数据处理协议/DPA,客户合规需求说明,60534,P1,中风险,1,0,业务,法务,产品,已回复客户,2026-06-11,2026-06-06,待响应,1,5,0,提交法务评估 DPA 条款，确认数据处理角色、责任边界和客户签署要求,0
TICKET_087,2026-02-01,CUST_019,北美_游戏_019,北美,美国,SaaS软件,专属部署要求,客户合规需求说明,58591,P1,低风险,0,1,业务,法务,产品,已回复客户,2026-06-01,2026-02-04,待响应,1,3,0,评估专属部署可行性、资源成本、交付周期和商业报价影响,0
TICKET_088,2026-06-01,CUST_025,拉美_金融_025,拉美,墨西哥,跨境电商,合同责任条款修改,客户合规需求说明,15518,P0,高风险,1,0,业务,法务,产品,新建,2026-06-06,,待响应,1,29,1,提交法务评估合同修改诉求，明确责任边界、服务可用性和客户使用限制,0
TICKET_089,2026-02-01,CUST_035,中东_跨境_035,中东,沙特,游戏出海,日志留存要求,客户合规需求说明,56518,P0,高风险,0,1,业务,法务,产品,待法务确认,2026-06-01,,待响应,1,149,1,拉通产品确认日志留存周期、审计能力、访问权限和可配置范围,1
TICKET_090,2026-04-01,CUST_035,中东_跨境_035,中东,沙特,游戏出海,日志留存要求,客户合规需求说明,60591,P0,高风险,0,1,业务,法务,产品,待法务确认,2026-04-01,,待响应,1,90,1,拉通产品确认日志留存周期、审计能力、访问权限和可配置范围,1
TICKET_091,2026-01-01,CUST_018,欧洲_教育_018,欧洲,荷兰,教育科技,数据不出境要求,客户合规需求说明,29704,P0,高风险,1,1,业务,法务,产品,处理中,2026-04-01,,待响应,1,180,1,拉通产品和技术确认是否支持区域存储、本地化部署或数据不出境方案，并提交法务评估,0
TICKET_092,2026-01-01,CUST_005,欧洲_Sa_005,欧洲,荷兰,金融科技,第三方模型调用说明,客户合规需求说明,18224,P0,高风险,1,1,业务,法务,产品,新建,2026-06-01,,待响应,1,180,1,确认第三方模型供应商、调用边界、数据处理方式和责任划分,0
TICKET_093,2026-02-01,CUST_029,拉美_Sa_029,拉美,巴西,金融科技,数据不出境要求,客户合规需求说明,35715,P0,高风险,1,1,业务,法务,产品,处理中,2026-05-01,,待响应,1,149,1,拉通产品和技术确认是否支持区域存储、本地化部署或数据不出境方案，并提交法务评估,0
